ranch,bdffp_reserve_no,plot,habitat,row,column,x_09,y_09,ha_id_number,tag_number,year,ht,ht_next,shts,shts_next,infl,surv,code_notes,code2
Esteio-Colosso,1301,Florestal-CF,CF,A,1,4.3,1.5,6583,809,2002,20,26,2,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,4.3,1.5,6583,809,2003,26,14,2,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,4.3,1.5,6583,809,2004,14,NA,1,NA,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,4.3,1.5,6583,809,2005,NA,10,NA,1,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,4.3,1.5,6583,809,2006,10,6,1,1,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,4.3,1.5,6583,809,2007,6,NA,1,NA,NA,0,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,2.6,8.8,6584,810,2000,4,11,1,2,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,A,2,2.6,8.8,6584,810,2001,11,25,2,4,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,2.6,8.8,6584,810,2002,25,39,4,4,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,2.6,8.8,6584,810,2003,39,32,4,3,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,2.6,8.8,6584,810,2004,32,25,3,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,2.6,8.8,6584,810,2005,25,30,2,4,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,2.6,8.8,6584,810,2006,30,25,4,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,2.6,8.8,6584,810,2007,25,22,2,3,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,2.6,8.8,6584,810,2008,22,25,3,3,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,2.6,8.8,6584,810,2009,25,NA,3,NA,NA,NA,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,NA,NA,6585,811,2000,9,15,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,A,2,NA,NA,6585,811,2001,15,15,1,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,NA,NA,6585,811,2002,15,26,2,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,NA,NA,6585,811,2003,26,19,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,NA,NA,6585,811,2004,19,24,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,NA,NA,6585,811,2005,24,12,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,NA,NA,6585,811,2006,12,NA,1,NA,NA,0,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1.8,5.5,6586,812,2000,4,17,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1.8,5.5,6586,812,2001,17,17,1,4,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1.8,5.5,6586,812,2002,17,30,4,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1.8,5.5,6586,812,2003,30,31,2,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1.8,5.5,6586,812,2004,31,25,2,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1.8,5.5,6586,812,2005,25,27,2,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1.8,5.5,6586,812,2006,27,17,1,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1.8,5.5,6586,812,2007,17,25,2,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1.8,5.5,6586,812,2008,25,21,2,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1.8,5.5,6586,812,2009,21,NA,2,NA,NA,NA,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,5,7.5,6587,813,2000,9,17,1,2,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,A,2,5,7.5,6587,813,2001,17,0,2,6,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,5,7.5,6587,813,2002,0,78,6,6,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,5,7.5,6587,813,2003,78,62,6,6,1,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,5,7.5,6587,813,2004,62,60,6,4,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,5,7.5,6587,813,2005,60,55,4,3,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,5,7.5,6587,813,2006,55,52,3,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,5,7.5,6587,813,2007,52,58,2,4,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,5,7.5,6587,813,2008,58,48,4,4,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,5,7.5,6587,813,2009,48,NA,4,NA,NA,NA,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,1.7,5.8,6589,815,2000,7,19,1,4,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,A,1,1.7,5.8,6589,815,2001,19,18,4,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,1.7,5.8,6589,815,2002,18,20,2,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,1.7,5.8,6589,815,2003,20,26,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,1.7,5.8,6589,815,2004,26,12,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,1.7,5.8,6589,815,2005,12,6,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,1.7,5.8,6589,815,2006,6,8,1,1,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,1.7,5.8,6589,815,2007,8,7,1,1,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,1.7,5.8,6589,815,2008,7,NA,1,NA,NA,0,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1,9.2,6590,816,2000,4,12,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1,9.2,6590,816,2001,12,25,1,5,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1,9.2,6590,816,2002,25,43,5,3,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1,9.2,6590,816,2003,43,54,3,6,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1,9.2,6590,816,2004,54,62,6,4,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1,9.2,6590,816,2005,62,47,4,4,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1,9.2,6590,816,2006,47,42,4,6,1,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1,9.2,6590,816,2007,42,56,6,6,1,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1,9.2,6590,816,2008,56,32,6,4,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,1,9.2,6590,816,2009,32,NA,4,NA,NA,NA,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,1.4,1.9,6591,817,2000,5,17,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,B,2,1.4,1.9,6591,817,2001,17,42,1,3,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,1.4,1.9,6591,817,2002,42,35,3,4,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,1.4,1.9,6591,817,2003,35,67,4,3,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,1.4,1.9,6591,817,2004,67,71,3,3,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,1.4,1.9,6591,817,2005,71,42,3,3,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,1.4,1.9,6591,817,2006,42,85,3,4,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,1.4,1.9,6591,817,2007,85,69,4,3,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,1.4,1.9,6591,817,2008,69,80,3,3,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,1.4,1.9,6591,817,2009,80,NA,3,NA,NA,NA,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,0.6,9.9,6592,818,2000,2,15,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,A,2,0.6,9.9,6592,818,2001,15,19,1,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,0.6,9.9,6592,818,2002,19,27,2,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,0.6,9.9,6592,818,2003,27,28,2,3,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,0.6,9.9,6592,818,2004,28,30,3,3,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,0.6,9.9,6592,818,2005,30,28,3,4,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,0.6,9.9,6592,818,2006,28,35,4,3,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,0.6,9.9,6592,818,2007,35,26,3,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,0.6,9.9,6592,818,2008,26,31,2,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,2,0.6,9.9,6592,818,2009,31,NA,2,NA,NA,NA,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,7,1.8,2.4,6593,819,2000,6,12,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,A,7,1.8,2.4,6593,819,2001,12,19,1,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,7,1.8,2.4,6593,819,2002,19,30,2,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,7,1.8,2.4,6593,819,2003,30,35,2,3,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,7,1.8,2.4,6593,819,2004,35,25,3,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,7,1.8,2.4,6593,819,2005,25,30,2,4,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,7,1.8,2.4,6593,819,2006,30,38,4,3,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,7,1.8,2.4,6593,819,2007,38,34,3,3,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,7,1.8,2.4,6593,819,2008,34,50,3,3,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,7,1.8,2.4,6593,819,2009,50,NA,3,NA,NA,NA,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,C,4,NA,NA,6594,820,2000,8,9,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,C,4,NA,NA,6594,820,2001,9,NA,1,NA,0,0,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,9,NA,NA,6595,821,2000,7,12,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,B,9,NA,NA,6595,821,2001,12,NA,1,NA,0,0,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,3,6.2,6.1,6596,822,2001,12,20,1,2,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,A,3,6.2,6.1,6596,822,2002,20,31,2,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,3,6.2,6.1,6596,822,2003,31,51,2,6,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,3,6.2,6.1,6596,822,2004,51,75,6,3,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,3,6.2,6.1,6596,822,2005,75,80,3,5,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,3,6.2,6.1,6596,822,2006,80,65,5,6,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,3,6.2,6.1,6596,822,2007,65,58,6,3,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,3,6.2,6.1,6596,822,2008,58,53,3,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,3,6.2,6.1,6596,822,2009,53,NA,2,NA,NA,NA,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,1,NA,NA,6597,823,2000,6,NA,1,NA,0,0,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,B,4,NA,NA,6598,824,2000,8,NA,1,NA,0,0,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,B,1,NA,NA,6599,825,2000,9,15,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,B,1,NA,NA,6599,825,2001,15,18,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,1,NA,NA,6599,825,2002,18,18,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,1,NA,NA,6599,825,2003,18,NA,1,NA,0,0,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,NA,NA,6600,826,2000,9,16,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,A,1,NA,NA,6600,826,2001,16,15,1,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,NA,NA,6600,826,2002,15,12,2,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,NA,NA,6600,826,2003,12,12,2,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,NA,NA,6600,826,2004,12,10,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,NA,NA,6600,826,2005,10,NA,1,NA,0,0,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,4,0.3,2.6,6602,828,2000,11,9,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,B,4,0.3,2.6,6602,828,2001,9,11,1,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,4,0.3,2.6,6602,828,2002,11,10,2,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,4,0.3,2.6,6602,828,2003,10,15,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,4,0.3,2.6,6602,828,2004,15,18,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,4,0.3,2.6,6602,828,2005,18,20,1,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,4,0.3,2.6,6602,828,2006,20,17,2,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,4,0.3,2.6,6602,828,2007,17,32,2,1,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,4,0.3,2.6,6602,828,2008,32,21,1,3,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,4,0.3,2.6,6602,828,2009,21,NA,3,NA,NA,NA,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,5,2,3.6,6603,829,2000,10,7,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,B,5,2,3.6,6603,829,2001,7,12,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,5,2,3.6,6603,829,2002,12,6,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,5,2,3.6,6603,829,2003,6,68,1,9,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,5,2,3.6,6603,829,2004,68,56,9,6,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,5,2,3.6,6603,829,2005,56,77,6,7,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,5,2,3.6,6603,829,2006,77,72,7,10,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,5,2,3.6,6603,829,2007,72,63,10,6,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,5,2,3.6,6603,829,2008,63,78,6,7,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,5,2,3.6,6603,829,2009,78,NA,7,NA,NA,NA,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,4.7,5,6604,830,2001,9,19,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,E,3,4.7,5,6604,830,2002,19,16,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,4.7,5,6604,830,2003,16,21,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,4.7,5,6604,830,2004,21,22,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,4.7,5,6604,830,2005,22,16,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,4.7,5,6604,830,2006,16,18,1,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,4.7,5,6604,830,2007,18,23,2,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,4.7,5,6604,830,2008,23,26,2,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,4.7,5,6604,830,2009,26,NA,2,NA,NA,NA,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,9,NA,NA,6605,831,2000,8,8,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,B,9,NA,NA,6605,831,2001,8,10,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,9,NA,NA,6605,831,2002,10,6,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,9,NA,NA,6605,831,2003,6,8,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,9,NA,NA,6605,831,2004,8,NA,1,NA,0,0,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,4.2,5.1,6606,832,2001,11,36,1,2,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,A,1,4.2,5.1,6606,832,2002,36,4,2,5,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,4.2,5.1,6606,832,2003,4,44,5,3,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,4.2,5.1,6606,832,2004,44,42,3,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,4.2,5.1,6606,832,2005,42,30,2,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,4.2,5.1,6606,832,2006,30,29,2,1,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,4.2,5.1,6606,832,2007,29,25,1,1,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,4.2,5.1,6606,832,2008,25,24,1,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,4.2,5.1,6606,832,2009,24,NA,2,NA,NA,NA,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,NA,NA,6608,834,2000,7,15,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,E,3,NA,NA,6608,834,2001,15,30,1,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,NA,NA,6608,834,2002,30,27,2,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,NA,NA,6608,834,2003,27,32,1,3,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,NA,NA,6608,834,2004,32,17,3,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,NA,NA,6608,834,2005,17,5,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,NA,NA,6608,834,2006,5,9,1,1,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,NA,NA,6608,834,2007,9,NA,1,NA,NA,0,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,9,NA,NA,6609,835,2000,7,11,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,B,9,NA,NA,6609,835,2001,11,NA,1,NA,0,0,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,C,4,2.2,9.62,6610,836,2000,10,8,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,C,4,2.2,9.62,6610,836,2001,8,43,1,4,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,C,4,2.2,9.62,6610,836,2002,43,55,4,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,C,4,2.2,9.62,6610,836,2003,55,57,2,2,1,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,C,4,2.2,9.62,6610,836,2004,57,40,2,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,C,4,2.2,9.62,6610,836,2005,40,50,2,3,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,C,4,2.2,9.62,6610,836,2006,50,NA,3,NA,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,C,4,2.2,9.62,6610,836,2007,NA,44,NA,1,NA,1,plant missing (60),NA
Esteio-Colosso,1301,Florestal-CF,CF,C,4,2.2,9.62,6610,836,2008,44,48,1,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,C,4,2.2,9.62,6610,836,2009,48,NA,2,NA,NA,NA,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,10,NA,NA,6611,837,2000,6,NA,1,NA,0,0,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,D,1,NA,NA,6614,840,2000,8,NA,1,NA,0,0,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,B,5,1.1,9.1,6615,841,2000,9,20,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,B,5,1.1,9.1,6615,841,2001,20,19,1,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,5,1.1,9.1,6615,841,2002,19,19,2,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,5,1.1,9.1,6615,841,2003,19,24,2,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,5,1.1,9.1,6615,841,2004,24,23,2,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,5,1.1,9.1,6615,841,2005,23,26,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,5,1.1,9.1,6615,841,2006,26,24,1,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,5,1.1,9.1,6615,841,2007,24,17,2,1,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,5,1.1,9.1,6615,841,2008,17,26,1,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,5,1.1,9.1,6615,841,2009,26,NA,2,NA,NA,NA,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,2.9,8.4,6616,842,2001,12,15,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,E,3,2.9,8.4,6616,842,2002,15,19,1,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,2.9,8.4,6616,842,2003,19,19,1,3,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,2.9,8.4,6616,842,2004,19,20,3,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,2.9,8.4,6616,842,2005,20,26,1,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,2.9,8.4,6616,842,2006,26,28,2,1,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,2.9,8.4,6616,842,2007,28,24,1,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,2.9,8.4,6616,842,2008,24,26,2,1,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,E,3,2.9,8.4,6616,842,2009,26,NA,1,NA,NA,NA,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,4.4,4.3,6617,843,2000,5,14,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,B,2,4.4,4.3,6617,843,2001,14,23,1,3,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,4.4,4.3,6617,843,2002,23,19,3,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,4.4,4.3,6617,843,2003,19,66,2,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,4.4,4.3,6617,843,2004,66,104,1,6,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,4.4,4.3,6617,843,2005,104,NA,6,NA,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,4.4,4.3,6617,843,2006,NA,31,NA,1,NA,1,plant missing (60),NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,4.4,4.3,6617,843,2007,31,32,1,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,4.4,4.3,6617,843,2008,32,27,2,2,NA,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,4.4,4.3,6617,843,2009,27,NA,2,NA,NA,NA,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,NA,NA,6621,847,2001,13,15,1,2,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,A,1,NA,NA,6621,847,2002,15,115,2,1,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,A,1,NA,NA,6621,847,2003,115,NA,1,NA,0,0,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,1.4,3.4,6624,850,2000,4,10,1,1,0,1,sdlg (1),initial.tag.yr
Esteio-Colosso,1301,Florestal-CF,CF,B,2,1.4,3.4,6624,850,2001,10,17,1,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,1.4,3.4,6624,850,2002,17,22,2,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,1.4,3.4,6624,850,2003,22,37,2,2,0,1,NA,NA
Esteio-Colosso,1301,Florestal-CF,CF,B,2,1.4,3.4,6624,850,2004,37,43,2,4,0,1,NA,NA
